finish,start,qual_speed,car_num,driver,car_name,model,status,laps,led,winnings,year
28,2,230.839,27,James Hinchcliffe,United Fiber & Data Honda,Dallara/Honda,Contact,175,14,376194,2014
29,11,230.928,9,Scott Dixon,Target Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,Contact,167,3,390694,2014
30,8,229.893,67,Josef Newgarden,Hartman Oil/Sarah Fisher Hartman Racing Honda,Dallara/Honda,Contact,156,0,344194,2014
31,26,228.953,83,Charlie Kimball,Novo Nordisk Ganassi Racing Chevrolet,Dallara/Chevrolet,Contact,149,0,341194,2014
32,33,227.92,91,Buddy Lazier,Wynn Institute for Vision Research Chevrolet,Dallara/Chevrolet,Mechanical,87,0,225305,2014
33,20,229.628,15,Graham Rahal,National Guard Honda,Dallara/Honda,Electrical,44,0,341194,2014
1,15,224.657,2,Juan Pablo Montoya,Verizon Team Penske Chevrolet,Dallara/Chevrolet,161.341,200,9,2449055,2015
2,2,226.35,1,Will Power,Verizon Team Penske Chevrolet,Dallara/Chevrolet,161.339,200,23,792555,2015
3,14,224.743,83,Charlie Kimball,Novo Nordisk Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,161.329,200,10,564055,2015
4,1,226.76,9,Scott Dixon,Target Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,161.326,200,84,615805,2015
5,17,224.29,15,Graham Rahal,Steak 'n Shake Honda,Dallara/Honda,161.307,200,0,439555,2015
6,8,225.189,27,Marco Andretti,Snapple Honda,Dallara/Honda,161.304,200,0,412055,2015
7,5,225.502,3,Helio Castroneves,Shell V-Power Nitro+ Team Penske Chevrolet,Dallara/Chevrolet,161.3,200,2,482555,2015
8,10,225.099,6,JR Hildebrand,Preferred Freezer CFH Racing Chevrolet,Dallara/Chevrolet,161.289,200,0,246805,2015
9,9,225.187,21,Josef Newgarden,Century 21 CFH Racing Chevrolet,Dallara/Chevrolet,161.282,200,0,382055,2015
10,3,226.145,22,Simon Pagenaud,Avaya Team Penske Chevrolet,Dallara/Chevrolet,161.28,200,35,307805,2015
11,7,225.193,11,Sebastien Bourdais,Hydroxycut-HAUS Vaporizer KVSH Chevrolet,Dallara/Chevrolet,161.264,200,0,378555,2015
12,31,223.519,5,Ryan Briscoe,Arrow/Lucas Oil Schmidt Peterson Honda,Dallara/Honda,161.259,200,0,368805,2015
13,24,223.226,14,Takuma Sato,ABC Supply A.J. Foyt Racing Honda,Dallara/Honda,161.251,200,0,364055,2015
14,23,223.447,24,Townsend Bell,The Robert Graham Special Chevrolet,Dallara/Chevrolet,161.218,200,0,218555,2015
15,16,224.573,28,Ryan Hunter-Reay,DHL Honda,Dallara/Honda,161.201,200,0,355555,2015
16,26,222.916,98,Gabby Chaves,Bowers & Wilkins/Curb Honda,Dallara/Honda,161.195,200,0,399055,2015
17,20,223.722,48,Alex Tagliani,Alfe Heat Treating Special Honda,Dallara/Honda,161.178,200,2,203305,2015
18,19,223.79,7,James Jakes,Schmidt Peterson Motorsports Honda,Dallara/Honda,161.167,200,0,347555,2015
19,18,223.838,29,Simona de Silvestro,TE Connectivity Honda,Dallara/Honda,161.157,200,0,200305,2015
20,11,225.042,26,Carlos Munoz,AndrettiTV Cinsay Honda,Dallara/Honda,160.766,200,3,345555,2015
21,6,225.279,25,Justin Wilson,Andretti Autosport Honda,Dallara/Honda,160.464,199,2,211305,2015
22,25,223.104,63,Pippa Mann,Dale Coyne Racing Honda,Dallara/Honda,158.544,197,0,206805,2015
23,27,222.898,17,Sebastian Saavedra,AFS Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,Contact,175,0,200305,2015
24,28,223.738,41,Jack Hawksworth,ABC Supply A.J. Foyt Racing Honda,Dallara/Honda,Contact,175,0,205055,2015
25,29,222.001,4,Stefano Coletti,KV Racing Technology Chevrolet,Dallara/Chevrolet,Contact,175,0,344555,2015
26,4,225.503,10,Tony Kanaan,NTT Data Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,Contact,151,30,375555,2015
27,33,223.747,19,James Davison,Dale Coyne Racing Honda,Dallara/Honda,Mechanical,116,0,344055,2015
28,32,224.233,18,Tristan Vautier,Dale Coyne Racing Honda,Dallara/Honda,Mechanical,116,0,344055,2015
29,13,224.777,32,Oriol Servia,Rahal Letterman Lanigan Racing Honda,Dallara/Honda,Contact,112,0,201805,2015
30,12,224.883,20,Ed Carpenter,Fuzzy's Vodka CFH Racing Chevrolet,Dallara/Chevrolet,Contact,112,0,344055,2015
31,30,221.358,88,Bryan Clauson,Jonathan Byrd's/Cancer Centers of America Chevrolet,Dallara/Chevrolet,Contact,61,0,200305,2015
32,21,223.595,8,Sage Karam,Comfort Revolution/Big Machine Records Chevrolet,Dallara/Chevrolet,Contact,0,0,344055,2015
33,22,223.482,43,Conor Daly,Fueled by Bacon Special Honda,Dallara/Honda,Mechanical,0,0,201805,2015
1,11,228.473,98,Alexander Rossi,NAPA Auto Parts / Curb Honda,Dallara/Honda,166.634,200,14,2548743,2016
2,5,230.287,26,Carlos Munoz,United Fiber & Data Honda,Dallara/Honda,166.565,200,10,788743,2016
3,2,230.7,21,Josef Newgarden,Preferred Freezer Chevrolet,Dallara/Chevrolet,166.588,200,14,574243,2016
4,18,227.43,10,Tony Kanaan,NTT Data Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,166.473,200,19,445743,2016
5,16,227.822,42,Charlie Kimball,Tresiba Chevrolet,Dallara/Chevrolet,166.742,200,0,423243,2016
6,15,227.876,6,JR Hildebrand,Preferred Freezer Fuzzy's Vodka Chevrolet,Dallara/Chevrolet,166.46,200,4,257305,2016
7,1,230.76,5,James Hinchcliffe,Arrow Schmidt Peterson Motorsports Honda,Dallara/Honda,166.438,200,27,502993,2016
8,13,227.991,9,Scott Dixon,Target Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,166.401,200,0,384493,2016
9,19,227.428,11,Sebastien Bourdais,Team Hydroxycut - KVSH Chevrolet,Dallara/Chevrolet,166.31,200,0,371743,2016
10,6,229.669,12,Will Power,Verizon Team Penske Chevrolet,Dallara/Chevrolet,166.303,200,8,390243,2016
11,9,229.115,3,Helio Castroneves,Shell V-Power Nitro+ Team Penske Chevrolet,Dallara/Chevrolet,166.294,200,24,451243,2016
12,10,229.06,77,Oriol Servia,Lucas Oil Special Honda,Dallara/Honda,166.268,200,0,220305,2016
13,14,227.969,27,Marco Andretti,Snapple Honda,Dallara/Honda,166.25,200,0,354243,2016
14,26,225.847,15,Graham Rahal,Steak 'n Shake Honda,Dallara/Honda,166.2,200,0,354493,2016
15,22,226.686,8,Max Chilton,Gallagher Chip Ganassi Racing Chevrolet,Dallara/Chevrolet,166.1932,200,0,346743,2016
16,31,224.596,41,Jack Hawksworth,ABC Supply AJ Foyt Racing Honda,Dallara/Honda,166.14,200,0,336243,2016
17,33,0.0,35,Alex Tagliani,Alfe Heat Treating Special Honda,Dallara/Honda,166.139,200,11,215805,2016
18,25,226.006,63,Pippa Mann,Susan G. Komen Honda,Dallara/Honda,165.698,199,0,205305,2016
19,8,229.139,22,Simon Pagenaud,Menards Team Penske Chevrolet,Dallara/Chevrolet,165.689,199,0,341243,2016
20,21,227.192,98,Gabby Chaves,Boy Scouts of America Honda,Dallara/Honda,165.592,199,0,336243,2016
21,4,230.481,29,Townsend Bell,California Pizza Kitchen/Robert Graham Honda,Dallara/Honda,165.592,199,12,221305,2016
22,27,225.727,61,Matthew Brabham,PIRTEK Team Murray,Dallara/Chevrolet,165.579,199,0,202805,2016
23,28,225.266,88,Bryan Clauson,Cancer Treatment Centers of America,Dallara/Honda,164.861,198,3,201805,2016
24,3,230.648,28,Ryan Hunter-Reay,DHL Honda,Dallara/Honda,164.188,198,52,419243,2016
25,29,224.847,16,Spencer Pigot,RLL / Mi-Jack / Manitowoc,Dallara/Honda,161.997,195,0,200805,2016
26,12,228.029,14,Takuma Sato,ABC Supply AJ Foyt Racing Honda,Dallara/Honda,Contact,163,0,338243,2016
27,7,229.562,7,Mikhail Aleshin,SMP Racing Schmidt Peterson Honda,Dallara/Honda,Contact,126,0,359243,2016
28,30,224.602,25,Stefan Wilson,Driven2SaveLives - KVRT Chevrolet,Dallara/Chevrolet,Electrical,119,0,200805,2016
29,24,226.312,18,Conor Daly,Shirts for America Honda,Dallara/Honda,Contact,115,0,336243,2016
30,32,222.154,4,Buddy Lazier,Lazier / Burns Racing Chevrolet,Dallara/Chevrolet,Mechanical,100,0,200305,2016
31,20,227.226,20,Ed Carpenter,Ed Carpenter Racing Chevrolet,Dallara/Chevrolet,Mechanical,98,0,200305,2016
32,23,226.436,24,Sage Karam,Gas Monkey Energy Chevrolet,Dallara/Chevrolet,Contact,93,2,203305,2016
33,17,227.684,2,Juan Pablo Montoya,Verizon Team Penske Chevrolet,Dallara/Chevrolet,Contact,63,0,339493,2016
1,4,231.365,26,Takuma Sato,Andretti Autosport Honda,Dallara/Honda,155.395,200,17,2458129,2017
2,19,229.515,3,Helio Castroneves,Shell Fuel Rewards Team Penske Chevrolet,Dallara/Chevrolet,155.393,200,9,770629,2017
3,11,230.578,19,Ed Jones,Boy Scouts of America Honda,Dallara/Honda,155.388,200,0,535629,2017
4,15,230.068,8,Max Chilton,Gallagher Honda,Dallara/Honda,155.38,200,50,484129,2017
5,7,230.828,10,Tony Kanaan,NTT Data Honda,Dallara/Honda,155.373,200,22,438129,2017
6,18,229.565,2,Juan Pablo Montoya,Fitgerald Glider Kits Team Penske Chevrolet,Dallara/Chevrolet,155.372,200,1,255805,2017
7,3,231.487,98,Alexander Rossi,NAPA Auto Parts / Curb Honda,Dallara/Honda,155.363,200,23,420629,2017
8,8,230.474,27,Marco Andretti,United Fiber & Data Honda,Dallara/Honda,155.361,200,0,384629,2017
9,25,226.921,88,Gabby Chaves,Harding Racing Chevrolet,Dallara/Chevrolet,155.344,200,0,235305,2017
10,24,227.921,14,Carlos Munoz,ABC Supply AJ Foyt Racing Chevrolet,Dallara/Chevrolet,155.335,200,0,364129,2017
11,2,231.664,20,Ed Carpenter,Fuzzy's Vodka Chevrolet,Dallara/Chevrolet,155.333,200,5,395129,2017
12,14,230.253,15,Graham Rahal,Steak 'n Shake Honda,Dallara/Honda,155.328,200,2,361129,2017
13,13,230.271,7,Mikhail Aleshin,SMP Racing Schmidt Peterson Motorsports Honda,Dallara/Honda,155.319,200,0,355629,2017
14,23,228.093,1,Simon Pagenaud,Menards Team Penske Chevrolet,Dallara/Chevrolet,155.314,200,0,349129,2017
15,31,221.142,17,Sebastian Saavedra,AFS Chevrolet,Dallara/Chevrolet,155.226,200,0,210305,2017
16,6,230.889,21,JR Hildebrand,Preferred Freezer Service Chevrolet,Dallara/Chevrolet,154.951,200,2,345129,2017
17,28,225.008,63,Pippa Mann,Susan G. Komen Honda,Dallara/Honda,154.444,199,0,200305,2017
18,29,224.052,11,Spencer Pigot,Juncos Racing Chevrolet,Dallara/Chevrolet,150.302,194,0,200305,2017
19,22,228.501,2,Josef Newgarden,hum by Verizon Team Penske Chevrolet,Dallara/Chevrolet,144.18,186,0,334129,2017
20,33,0.0,18,James Davison,GEICO Honda,Dallara/Honda,Contact,183,2,355129,2017
21,12,230.309,16,Oriol Servia,Manitowoc Honda,Dallara/Honda,Contact,183,0,200305,2017
22,17,229.86,5,James Hinchcliffe,Arrow Schmidt Peterson Motorsports Honda,Dallara/Honda,Contact,183,0,349129,2017
23,9,230.2,12,Will Power,Verizon Team Penske Chevrolet,Dallara/Chevrolet,Contact,183,2,388129,2017
24,5,231.3,29,Fernando Alonso,McLaren-Honda-Andretti Honda,Dallara/Honda,Mechanical,179,27,305805,2017
25,16,229.956,83,Charlie Kimball,Tresiba Honda,Dallara/Honda,Mechanical,166,5,339129,2017
26,32,221.081,40,Zach Veach,Indy Women in Tech Championship Chevrolet,Dallara/Chevrolet,Mechanical,155,0,200805,2017
27,10,231.442,28,Ryan Hunter-Reay,DHL Honda,Dallara/Honda,Mechanical,136,28,351629,2017
28,21,229.38,24,Sage Karam,DRR - Mecum Auctions Chevrolet,Dallara/Chevrolet,Mechanical,125,0,202805,2017
29,30,223.417,44,Buddy Lazier,Lazier Racing-StalkIt-Tivoli Lodge Chevrolet,Dallara/Chevrolet,Contact,118,0,200305,2017
30,26,226.439,4,Conor Daly,ABC Supply AJ Foyt Racing Chevrolet,Dallara/Chevrolet,Contact,65,0,334129,2017
31,27,225.742,50,Jack Harvey,Michael Shank Racing w/ Andretti Autosport Honda,Dallara/Honda,Contact,65,0,205805,2017
32,1,232.164,9,Scott Dixon,Camping World Honda,Dallara/Honda,Contact,52,5,446629,2017
33,20,229.414,77,Jay Howard,Lucas Oil / Team One Cure Honda,Dallara/Honda,Contact,45,0,200305,2017
1,3,228.607,12,Will Power,Verizon Team Penske Chevrolet,Dallara/Chevrolet,166.935,200,59,2525454,2018
2,1,229.618,20,Ed Carpenter,Fuzzy's Vodka Chevrolet,Dallara/Chevrolet,166.886,200,65,911504,2018
3,9,227.262,9,Scott Dixon,PNC Bank Ganassi Racing Honda,Dallara/Honda,166.864,200,0,587129,2018
4,32,224.935,27,Alexander Rossi,NAPA Auto Parts Honda,Dallara/Honda,166.854,200,1,454804,2018
5,14,226.788,28,Ryan Hunter-Reay,DHL Honda,Dallara/Honda,166.931,200,1,419804,2018
6,2,228.761,22,Simon Pagenaud,Menards Team Penske Chevrolet,Dallara/Chevrolet,166.823,200,1,419804,2018
7,21,226.048,29,Carlos Munoz,Ruoff Home Mortgage Honda,Dallara/Honda,166.814,200,4,254005,2018
8,4,228.405,1,Josef Newgarden,Verizon Team Penske Chevrolet,Dallara/Chevrolet,166.801,200,3,400654,2018
9,18,226.296,6,Robert Wickens,Lucas Oil SPM Honda,Dallar/Honda,166.791,200,2,424979,2018
10,30,225.327,15,Graham Rahal,United Rentals Honda,Dallara/Honda,166.76,200,12,401229,2018
11,27,225.418,66,JR Hildebrand,Salesforce DRR Chevrolet,Dallara/Chevrolet,166.738,200,0,225305,2018
12,12,227.288,98,Marco Andretti,U.S. Concrete / Curb Honda,Dallara/Honda,166.717,200,0,364129,2018
13,11,227.571,4,Matheus Leist,ABC Supply AJ Foyt Racing Chevrolet,Dallara/Chevrolet,166.707,200,0,357129,2018
14,22,226.007,88,Gabby Chaves,Harding Group Chevrolet,Dallara/Chevrolet,166.701,200,0,315305,2018
15,23,225.863,25,Stefan Wilson,#DrivenToSaveLives Honda,Dallara/Honda,166.415,200,3,212330,2018
16,31,225.254,60,Jack Harvey,AutoNation SiriusXM MSR with SPM Honda,Dallara/Honda,166.398,200,0,200305,2018
17,26,225.699,64,Oriol Servia,Scuderia Corsa / Manitowoc Honda,Dallara/Honda,166.345,200,16,211105,2018
18,15,226.657,23,Charlie Kimball,Fiasp Chevrolet,Dallara/Chevrolet,166.295,200,0,300305,2018
19,13,226.999,19,Zachary Claman De Melo,Paysafe Honda,Dallara/Honda,165.999,199,7,339354,2018
20,6,228.107,21,Spencer Pigot,Preferred Freezer Service Chevrolet,Dallara/Chevrolet,165.846,199,3,346154,2018
21,33,224.429,17,Conor Daly,United States Air Force Honda,Dallara/Honda,165.842,199,0,200305,2018
22,20,226.212,59,Max Chilton,Gallagher Chevrolet,Dallara/Chevrolet,165.227,198,0,300305,2018
23,25,225.748,26,Zach Veach,Relay Group 1001 Honda,Dallara/Honda,165.018,198,0,334129,2018
24,28,225.388,7,Jay Howard,One Cure SPM Honda,Dallara/Honda,160.734,193,0,200305,2018
25,10,227.664,14,Tony Kanaan,ABC Supply AJ Foyt Racing Chevrolet,Dallara/Chevrolet,Contact,187,19,346954,2018
26,24,225.823,24,Sage Karam,WIX Filters DRR Chevrolet,Dallara/Chevrolet,Contact,154,0,203305,2018
27,8,227.859,3,Helio Castroneves,Pennzoil Team Penske Chevrolet,Dallara/Chevrolet,Contact,145,0,205305,2018
28,5,228.142,18,Sebastien Bourdais,Team SealMaster Honda,Dallara/Honda,Contact,137,4,348829,2018
29,17,226.398,32,Kyle Kaiser,NFP / Juncos Racing Chevrolet,Dallara/Chevrolet,Mechanical,110,0,205805,2018
30,7,228.09,13,Danica Patrick,GoDaddy Chevrolet,Dallara/Chevrolet,Contact,67,0,208305,2018
31,29,225.362,10,Ed Jones,NTT DATA Honda,Dallara/Honda,Contact,57,0,338129,2018
32,16,226.557,30,Takuma Sato,Mi-Jack / Panasonic Honda,Dallara/Honda,Contact,46,0,300305,2018
33,19,226.255,33,James Davison,Jonathan Byrd's 502 East Chevrolet,Dallara/Chevrolet,Contact,45,0,200305,2018
1,1,229.992,22,Simon Pagenaud,Menards Team Penske,Dallara/Chevrolet,175.794,200,116,2669529,2019
2,9,228.247,27,Alexander Rossi,NAPA Auto Parts,Dallara/Honda,175.79,200,22,759179,2019
3,14,228.3,30,Takuma Sato,Mi-Jack / Panasonic,Dallara/Honda,175.788,200,3,540454,2019
4,8,228.396,2,Josef Newgarden,Shell V-Power Nitro Plus Team Penske,Dallara/Chevrolet,175.778,200,21,462904,2019
5,6,228.645,12,Will Power,Verizon 5G Team Penske,Dallara/Chevrolet,175.766,200,7,444554,2019
6,2,229.889,20,Ed Carpenter,Preferred Freezer Services,Dallara/Chevrolet,175.76,200,7,450554,2019
7,23,227.731,19,Santino Ferrucci,Cly-Del Manufacturing,Dallara/Honda,175.745,200,1,435404,2019
8,22,227.877,28,Ryan Hunter-Reay,DHL,Dallara/Honda,175.725,200,0,379129,2019
9,16,228.12,14,Tony Kanaan,ABC Supply AJ Foyt Racing,Dallara/Chevrolet,175.712,200,0,369129,2019
10,11,228.617,25,Conor Daly,United States Air Force,Dallara/Honda,175.702,200,0,230805,2019
11,32,227.543,5,James Hinchcliffe,Arrow Schmidt Peterson Motorsports,Dallara/Honda,175.7,200,0,365129,2019
12,15,228.273,33,James Davison,Dale Coyne Racing with Byrd and Belardi,Dallara/Honda,175.687,200,0,220305,2019
13,4,229.646,63,Ed Jones,Ed Carpenter Racing Scuderia Corsa,Dallara/Chevrolet,175.664,200,0,233305,2019
14,3,229.826,21,Spencer Pigot,Ed Carpenter Racing,Dallara/Chevrolet,175.647,199,4,377229,2019
15,24,227.717,4,Matheus Leist,ABC Supply AJ Foyt Racing,Dallara/Chevrolet,175.615,200,0,344129,2019
16,30,227.244,39,Pippa Mann,Driven2SaveLives,Dallara/Chevrolet,175.571,200,0,200305,2019
17,18,228.1,9,Scott Dixon,PNC Bank Ganassi Racing,Dallara/Honda,175.541,200,13,359204,2019
18,12,228.523,3,Helio Castroneves,Pennzoil Team Penske,Dallara/Chevrolet,174.749,199,0,200305,2019
19,31,227.74,24,Sage Karam,DRR WIX Filters,Dallara/Chevrolet,174.705,199,0,204305,2019
20,21,227.908,48,JR Hildebrand,DRR Salesforce,Dallara/Chevrolet,174.699,199,0,200305,2019
21,25,227.695,60,Jack Harvey,AutoNation / SiriusXM,Dallara/Honda,174.644,199,0,200305,2019
22,19,227.991,77,Oriol Servia,MotoGator Team Stange Racing w/ Arrow SPM,Dallara/Honda,174.636,199,0,203305,2019
23,13,228.511,7,Marcus Ericsson,Arrow Schmidt Peterson Motorsports,Dallara/Honda,173.751,198,0,384629,2019
24,26,227.502,42,Jordan King,Rahal Letterman Lanigan Racing,Dallara/Honda,173.747,198,0,200805,2019
25,20,227.915,23,Charlie Kimball,Fiasp Carlin,Dallara/Chevrolet,171.913,196,0,200305,2019
26,10,228.756,98,Marco Andretti,U.S. Concrete / Curb,Dallara/Honda,170.966,195,0,334129,2019
27,17,228.104,15,Graham Rahal,United Rentals,Dallara/Honda,Contact,176,0,334129,2019
28,29,227.297,10,Felix Rosenqvist,NTT DATA Chip Ganassi Racing,Dallara/Honda,Contact,176,6,353279,2019
29,28,227.341,26,Zach Veach,Gainbridge,Dallara/Honda,Contact,176,0,334129,2019
30,7,228.621,18,Sebastien Bourdais,SealMaster,Dallara/Honda,Contact,176,0,342129,2019
31,33,227.372,32,Kyle Kaiser,Juncos Racing,Dallara/Chevrolet,Contact,71,0,205305,2019
32,27,227.482,81,Ben Hanley,10 Star DragonSpeed,Dallara/Honda,Mechanical,54,0,200805,2019
33,5,229.086,88,Colton Herta,Harding Steinbrenner Racing,Dallara/Honda,Mechanical,3,0,351129,2019
1,3,230.725,30,Takuma Sato,Panasonic / PeopleReady,Dallara/Honda,157.824,200,27,1370500,2020
2,2,231.051,9,Scott Dixon,PNC Bank Chip Ganassi Racing,Dallara/Honda,157.823,200,111,505000,2020
3,8,229.38,15,Graham Rahal,United Rentals,Dallara/Honda,157.823,200,0,403500,2020
4,19,229.924,18,Santino Ferrucci,SealMaster,Dallara/Honda,157.819,200,1,300000,2020
5,13,230.296,1,Josef Newgarden,Shell V-Power Nitro Team Penske,Dallara/Chevrolet,157.801,200,0,251000,2020
6,15,230.213,5,Patricio O'Ward,Arrow McLaren SP,Dallara/Chevrolet,157.779,200,0,250500,2020
7,6,229.87,29,James Hinchcliffe,Genesys,Dallara/Honda,157.765,200,1,100000,2020
8,10,230.775,88,Colton Herta,Gleaners Food Bank of Indiana,Dallara/Honda,157.752,200,1,200500,2020
9,20,229.861,60,Jack Harvey,AutoNation/SiriusXM,Dallara/Honda,157.73,200,0,200000,2020
10,5,230.648,28,Ryan Hunter-Reay,DHL,Dallara/Honda,157.714,200,0,200000,2020
11,28,228.373,3,Helio Castroneves,Pennzoil Team Penske,Dallara/Chevrolet,157.682,200,0,100000,2020
12,14,230.254,10,Felix Rosenqvist,NTT DATA Chip Ganassi Racing,Dallara/Honda,157.631,200,8,200000,2020
13,1,231.068,98,Marco Andretti,U.S. Concrete / Curb,Dallara/Honda,157.602,200,0,300000,2020
14,22,229.701,12,Will Power,Verizon 5G Edge Team Penske,Dallara/Chevrolet,157.581,200,2,200000,2020
15,17,229.961,26,Zach Veach,Gainbridge,Dallara/Honda,157.556,200,14,200000,2020
16,32,226.341,67,JR Hildebrand,DRR Salesforce,Dallara/Chevrolet,157.545,200,0,100000,2020
17,30,227.303,59,Max Chilton,Gallagher Carlin,Dallara/Chevrolet,157.527,200,0,200000,2020
18,29,227.758,4,Charlie Kimball,Tresiba/AJ Foyt Racing,Dallara/Chevrolet,157.483,200,0,200000,2020
19,23,229.154,14,Tony Kanaan,ABC Supply / AJ Foyt Racing,Dallara/Chevrolet,157.024,199,0,200000,2020
20,4,230.704,21,Rinus VeeKay,SONAX,Dallara/Chevrolet,156.918,199,0,210000,2020
21,26,228.768,66,Fernando Alonso,Ruoff Arrow McLaren SP,Dallara/Chevrolet,156.732,199,0,100000,2020
22,25,228.836,22,Simon Pagenaud,Menards Team Penske,Dallara/Chevrolet,156.089,198,14,210000,2020
23,33,222.917,81,Ben Hanley,DragonSpeed USA,Dallara/Chevrolet,156.062,198,0,100000,2020
24,31,227.099,24,Sage Karam,DRR WIX Filters,Dallara/Chevrolet,155.992,198,0,100000,2020
25,12,230.539,45,Spencer Pigot,Hy-Vee / Embrace Pittsburgh,Dallara/Honda,Contact,194,0,100000,2020
26,16,230.211,20,Ed Carpenter,United States Space Force,Dallara/Chevrolet,147.274,187,0,200000,2020
27,9,229.234,27,Alexander Rossi,NAPA Auto Parts / AutoNation,Dallara/Honda,Contact,143,17,200000,2020
28,7,229.676,55,Alex Palou,Guaranteed Rate,Dallara/Honda,Contact,121,0,200500,2020
29,18,229.955,47,Conor Daly,United States Air Force,Dallara/Chevrolet,Contact,91,0,100000,2020
30,21,229.76,7,Oliver Askew,Arrow McLaren SP,Dallara/Chevrolet,Contact,91,4,200500,2020
31,24,228.88,41,Dalton Kellett,K-Line USA / AJ Foyt Racing,Dallara/Chevrolet,Contact,82,0,100500,2020
32,11,230.566,8,Marcus Ericsson,Huski Chocolate Chip Ganassi Racing,Dallara/Honda,Contact,24,0,100000,2020
33,27,228.747,51,James Davison,Jacob Construction / Tilson HR,Dallara/Honda,Mechanical,4,0,100000,2020
1,8,230.355,6,Helio Castroneves,AutoNation/SiriusXM,Dallara/Honda,190.69,200,20,1828305,2021
2,6,230.616,10,Alex Palou,NTT DATA Chip Ganassi Racing,Dallara/Honda,190.68,200,35,0,2021
3,26,229.778,22,Simon Pagenaud,Menards Team Penske,Dallara/Chevrolet,190.679,200,3,0,2021
4,12,230.864,5,Patricio O'Ward,Arrow McLaren SP,Dallara/Chevrolet,190.671,200,17,0,2021
5,4,231.504,20,Ed Carpenter,SONAX,Dallara/Chevrolet,190.665,200,0,0,2021
6,23,229.949,45,Santino Ferrucci,Hy-Vee,Dallara/Honda,190.507,200,2,0,2021
7,31,229.156,24,Sage Karam,DRR - AES INDIANA,Dallara/Chevrolet,190.419,200,2,0,2021
8,3,231.511,21,Rinus VeeKay,Bitcoin,Dallara/Chevrolet,190.403,200,32,0,2021
9,24,229.891,86,Juan Pablo Montoya,Arrow McLaren SP,Dallara/Chevrolet,190.39,200,0,0,2021
10,5,231.032,48,Tony Kanaan,The American Legion,Dallara/Honda,190.379,200,0,0,2021
11,9,230.318,8,Marcus Ericsson,Huski Chocolate Chip Ganassi Racing,Dallara/Honda,190.357,200,0,0,2021
12,21,230.071,2,Josef Newgarden,Shell Fuel Rewards Team Penske,Dallara/Chevrolet,190.241,200,0,0,2021
13,19,230.427,47,Conor Daly,U.S. Air Force,Dallara/Chevrolet,190.233,200,40,0,2021
14,15,230.708,30,Takuma Sato,Panasonic / PeopleReady,Dallara/Honda,190.221,200,7,0,2021
15,22,229.98,1,JR Hildebrand,ABC Supply / AJ Foyt Racing,Dallara/Chevrolet,190.216,200,0,0,2021
16,2,231.655,26,Colton Herta,Gainbridge,Dallara/Honda,190.11,200,13,0,2021
17,1,231.685,9,Scott Dixon,PNC Bank Grow Up Great,Dallara/Honda,189.913,200,7,0,2021
18,20,230.191,60,Jack Harvey,AutoNation/SiriusXM,Dallara/Honda,189.883,200,0,0,2021
19,25,229.872,98,Marco Andretti,Gleaners Food Bank of Indiana,Dallara/Honda,189.879,200,0,0,2021
20,17,230.557,3,Scott McLaughlin,Pennzoil Team Penske,Dallara/Chevrolet,189.869,200,0,0,2021
21,16,230.563,29,James Hinchcliffe,Genesys,Dallara/Honda,189.869,200,0,0,2021
22,7,230.499,28,Ryan Hunter-Reay,DHL,Dallara/Honda,189.854,200,0,0,2021
23,30,228.323,4,Dalton Kellett,K-Line Insulators / AJ Foyt Racing,Dallara/Chevrolet,189.612,199,0,0,2021
24,29,229.417,59,Max Chilton,Carlin,Dallara/Chevrolet,189.417,199,0,0,2021
25,13,230.846,51,Pietro Fittipaldi,Military Salutes NURTEC ODT,Dallara/Honda,189.308,199,0,0,2021
26,27,229.744,14,Sebastien Bourdais,ROKiT / AJ Foyt Racing,Dallara/Chevrolet,189.229,199,0,0,2021
27,14,230.744,7,Felix Rosenqvist,Arrow McLaren SP,Dallara/Chevrolet,189.213,199,14,0,2021
28,11,231.044,18,Ed Jones,SealMaster,Dallara/Honda,188.997,199,0,0,2021
29,10,231.046,27,Alexander Rossi,NAPA AUTO PARTS / AutoNation,Dallara/Honda,188.358,198,0,0,2021
30,32,228.876,12,Will Power,Verizon 5G Team Penske,Dallara/Chevrolet,187.554,197,0,0,2021
31,33,228.353,16,Simona de Silvestro,Rocket Pro TPO / Paretta Autosport,Dallara/Chevrolet,Contact,169,0,0,2021
32,18,230.521,15,Graham Rahal,United Rentals,Dallara/Honda,Contact,118,8,0,2021
33,28,229.714,25,Stefan Wilson,Lohla Sport,Dallara/Honda,Contact,32,0,0,2021
1,5,232.764,8,Marcus Ericsson,Huski Chocolate Chip Ganassi Racing Honda,Dallara/Honda,175.428,200,13,3100000,2022
2,7,232.705,5,Patricio O'Ward,Arrow McLaren SP Chevrolet,Dallara/Chevrolet,175.397,200,26,1000000,2022
3,6,232.372,1,Tony Kanaan,The American Legion Chip Ganassi Racing Honda,Dallara/Honda,175.367,200,6,400000,2022
